madde,market,price,prod,prod_link
cipsler,carrefoursa,4.25,ruffles ketcap aroma cesnili patates cipsi super boy g,https://www.carrefoursa.com/tr/ruffles-ketcap-aroma-cesnili-patates-cipsi-super-boy-115-g-p-30078594
cipsler,carrefoursa,6.85,ruffles ketcap aroma cesnili patates cipsi parti boy g,https://www.carrefoursa.com/tr/ruffles-ketcap-aroma-cesnili-patates-cipsi-parti-boy-150-g-p-30046244
cipsler,carrefoursa,13,pringles texas barbeku g,https://www.carrefoursa.com/tr/pringles-texas-barbeku-165-g-p-30091840
cipsler,carrefoursa,5,pringles sogan g,https://www.carrefoursa.com/tr/pringles-sogan-40-g-p-30175379
cipsler,carrefoursa,13,pringles peynir g,https://www.carrefoursa.com/tr/pringles-peynir-165-g-p-30091827
cipsler,carrefoursa,13,pringles paprika g,https://www.carrefoursa.com/tr/pringles-paprika-165-g-p-30091826
cipsler,carrefoursa,13,pringles orjinal gr,https://www.carrefoursa.com/tr/pringles-orjinal-165-gr--p-30091824
cipsler,carrefoursa,5,pringles normal g,https://www.carrefoursa.com/tr/pringles-normal-40-g-p-30175378
cipsler,carrefoursa,13,pringles nacho peynirli g,https://www.carrefoursa.com/tr/pringles-nacho-peynirli-165-g-p-30170256
cipsler,carrefoursa,13,pringles hot spicy g,https://www.carrefoursa.com/tr/pringles-hot-spicy-165-g-p-30106375
cipsler,carrefoursa,13,pringles eksi krema sogan gr,https://www.carrefoursa.com/tr/pringles-eksi-krema-sogan-165-gr--p-30091825
cipsler,carrefoursa,4,peyman nutzz popcorn yer fistikli bademli g,https://www.carrefoursa.com/tr/peyman-nutzz-popcorn-yer-fistikli-bademli-85-g-p-30186640
cipsler,carrefoursa,4,peyman nutzz popcorn klasik g,https://www.carrefoursa.com/tr/peyman-nutzz-popcorn-klasik-105-g-p-30186642
cipsler,carrefoursa,4,peyman nutzz popcorn aci biber domates g,https://www.carrefoursa.com/tr/peyman-nutzz-popcorn-aci-biber-domates-85-g-p-30186429
cipsler,carrefoursa,5.4,patos parti boy rolls aci misir cipsi g,https://www.carrefoursa.com/tr/patos-parti-boy-rolls-aci-misir-cipsi-167-g-p-30067158
cipsler,carrefoursa,6.5,patos parti boy aci soslu misir cipsi g,https://www.carrefoursa.com/tr/patos-parti-boy-aci-soslu-misir-cipsi-167-g-p-30067211
cipsler,carrefoursa,5.25,lay s yogurt ve mevsim yesillikleri cesnili patates cipsi super boy gr,https://www.carrefoursa.com/tr/lay-s-yogurt-ve-mevsim-yesillikleri-cesnili-patates-cipsi-super-boy-107-gr-p-30084129
cipsler,carrefoursa,4.75,lay s klasik sade patates cipsi super boy gr,https://www.carrefoursa.com/tr/lay-s-klasik-sade-patates-cipsi-super-boy-107-gr-p-30031221
cipsler,carrefoursa,6.85,lay s klasik sade patates cipsi parti boy gr,https://www.carrefoursa.com/tr/lay-s-klasik-sade-patates-cipsi-parti-boy-150-gr-p-30029080
cipsler,carrefoursa,7.75,lay s klasik sade patates cipsi mega boy gr,https://www.carrefoursa.com/tr/lay-s-klasik-sade-patates-cipsi-mega-boy-193-gr-p-30075531
cipsler,carrefoursa,3.25,lay s klasik sade patates cipsi aile boy gr,https://www.carrefoursa.com/tr/lay-s-klasik-sade-patates-cipsi-aile-boy-61-gr-p-30031271
cipsler,carrefoursa,4.75,lay s firindan yogurt ve mevsim yesillikleri cesnili patates cipsi super boy gr,https://www.carrefoursa.com/tr/lay-s-firindan-yogurt-ve-mevsim-yesillikleri-cesnili-patates-cipsi-super-boy-107-gr-p-30028189
cipsler,carrefoursa,6.85,lay s firindan yogurt ve mevsim yesillikleri cesnili patates cipsi parti boy gr,https://www.carrefoursa.com/tr/lay-s-firindan-yogurt-ve-mevsim-yesillikleri-cesnili-patates-cipsi-parti-boy-134-gr-p-30060654
cipsler,carrefoursa,7.75,ruffles originals sade patates cipsi mega boy ekonomik paket g,https://www.carrefoursa.com/tr/ruffles-originals-sade-patates-cipsi-mega-boy-ekonomik-paket-193-g-p-30049129
cipsler,carrefoursa,3.5,patos baharatli super boy g,https://www.carrefoursa.com/tr/patos-baharatli-super-boy-109-g-p-30066433
cipsler,carrefoursa,6.85,ruffles originals sade patates cipsi parti boy g,https://www.carrefoursa.com/tr/ruffles-originals-sade-patates-cipsi-parti-boy-150-g-p-30030941
cipsler,carrefoursa,7.75,doritos taco baharat cesnili misir cipsi mega boy g,https://www.carrefoursa.com/tr/doritos-taco-baharat-cesnili-misir-cipsi-mega-boy-218-g-p-30049121
cipsler,carrefoursa,2.8,cerezza popcorn patlamis misir aile boy g,https://www.carrefoursa.com/tr/cerezza-popcorn-patlamis-misir-aile-boy-72-g-p-30046240
cipsler,carrefoursa,3.5,cerezza popcorn super boy g,https://www.carrefoursa.com/tr/cerezza-popcorn-super-boy-108-g-p-30054271
cipsler,carrefoursa,6,cerezza sinema peynir ve sogan aroma cesnili misir cerezi parti boy g,https://www.carrefoursa.com/tr/cerezza-sinema-peynir-ve-sogan-aroma-cesnili-misir-cerezi-parti-boy-161-g-p-30049375
cipsler,carrefoursa,4.75,cerezza sinema peynir ve sogan aroma cesnili misir cerezi super boy g,https://www.carrefoursa.com/tr/cerezza-sinema-peynir-ve-sogan-aroma-cesnili-misir-cerezi-super-boy-117-g-p-30084119
cipsler,carrefoursa,4.75,cerezza tv sut misiri aroma cesnili misir cerezi super boy g,https://www.carrefoursa.com/tr/cerezza-tv-sut-misiri-aroma-cesnili-misir-cerezi-super-boy-117-g-p-30009778
cipsler,carrefoursa,1.75,cheetos cerez fistikli al ode g,https://www.carrefoursa.com/tr/cheetos-cerez-fistikli-3-al-1-ode-43-g-p-30076942
cipsler,carrefoursa,0.75,cheetos firindan biftek ve sogan aromali misir cipsi aile boy g,https://www.carrefoursa.com/tr/cheetos-firindan-biftek-ve-sogan-aromali-misir-cipsi-aile-boy-25-g--p-30097043
cipsler,carrefoursa,1,cheetos firindan fistikli misir cipsi aile boy g,https://www.carrefoursa.com/tr/cheetos-firindan-fistikli-misir-cipsi-aile-boy-25-g-p-30074874
cipsler,carrefoursa,1,cheetos firindan peynir aromali misir cipsi aile boy g,https://www.carrefoursa.com/tr/cheetos-firindan-peynir-aromali-misir-cipsi-aile-boy-25-g-p-30088569
cipsler,carrefoursa,1,cheetos firindan tatli acibiber aroma cesnili msiir cipsi aile boy g,https://www.carrefoursa.com/tr/cheetos-firindan-tatli-acibiber-aroma-cesnili-msiir-cipsi-aile-boy-25-g-p-30001661
cipsler,carrefoursa,2,cheetos fistik g,https://www.carrefoursa.com/tr/cheetos-fistik-56-g-p-30257348
cipsler,carrefoursa,2,cheetos peynir g,https://www.carrefoursa.com/tr/cheetos-peynir-56-g-p-30257340
cipsler,carrefoursa,6.5,chips master klasik parti boy g,https://www.carrefoursa.com/tr/chips-master-klasik-parti-boy-156-g-p-30067239
cipsler,carrefoursa,6.5,chips master yogurt parti boy g,https://www.carrefoursa.com/tr/chips-master-yogurt-parti-boy-156-g-p-30137644
cipsler,carrefoursa,6.5,cipso tirtikli orginal parti boy g,https://www.carrefoursa.com/tr/cipso-tirtikli-orginal-parti-boy-156-g-p-30204801
cipsler,carrefoursa,6.85,doritos nacho peynirli misir cipsi parti boy g,https://www.carrefoursa.com/tr/doritos-nacho-peynirli-misir-cipsi-parti-boy-169-g-p-30084118
cipsler,carrefoursa,6.85,doritos taco baharat cesnili misir cipsi parti boy g,https://www.carrefoursa.com/tr/doritos-taco-baharat-cesnili-misir-cipsi-parti-boy-169-g-p-30032124
cipsler,carrefoursa,5.25,doritos turca hashasli ve kavrulmus domates cesnili g,https://www.carrefoursa.com/tr/doritos-turca-hashasli-ve-kavrulmus-domates-cesnili-113-g-p-30009653
cipsler,carrefoursa,4,gong pops baharatli cesnili g,https://www.carrefoursa.com/tr/gong-pops-baharatli-cesnili-80-g-p-30248075
cipsler,carrefoursa,4,gong pops jalapeno biberli g,https://www.carrefoursa.com/tr/gong-pops-jalapeno-biberli-80-g-p-30248076
cipsler,carrefoursa,4,gong pops orjinal lezzet g,https://www.carrefoursa.com/tr/gong-pops-orjinal-lezzet-80-g-p-30248074
cipsler,carrefoursa,6.85,lay s baharatli patates cipsi parti boy gr,https://www.carrefoursa.com/tr/lay-s-baharatli-patates-cipsi-parti-boy-150-gr-p-30084117
cipsler,carrefoursa,4.75,lay s baharatli patates cipsi super boy gr,https://www.carrefoursa.com/tr/lay-s-baharatli-patates-cipsi-super-boy-107-gr-p-30031122
cipsler,carrefoursa,5.25,lay s firindan kurutulmus domates cesnili ve feslegenli patates cipsi super boy gr,https://www.carrefoursa.com/tr/lay-s-firindan-kurutulmus-domates-cesnili-ve-feslegenli-patates-cipsi-super-boy-96-gr-p-30190952
cipsler,carrefoursa,3.25,doritos taco baharat cesnili misir cipsi aile boy g,https://www.carrefoursa.com/tr/doritos-taco-baharat-cesnili-misir-cipsi-aile-boy-82-g-p-30031175
cipsler,carrefoursa,4.75,ruffless peynir sogan super boy g,https://www.carrefoursa.com/tr/ruffless-peynir-sogan-super-boy-107-g-p-30007727
cipsler,carrefoursa,3.5,patos aci soslu super boy g,https://www.carrefoursa.com/tr/patos-aci-soslu-super-boy-109-g-p-30066549
cipsler,migros,3.35,doritos taco super boy gr,https://www.migros.com.tr//kweb/prview/1424056-30243-doritos-taco-super-boy-142-gr������������������������������������������
cipsler,carrefoursa,8,lays klasik super boy gr,https://www.carrefoursa.com/tr/lays-klasik-super-boy-107-gr-p-30221173
cipsler,happycenter,3.75,doritos nacho super boy gr,https://www.happycenter.com.tr/Frito_Doritos_127_Gr_Nacho_Super
cipsler,happycenter,3.5,patos aci soslu misir cerezi super boy gr,https://www.happycenter.com.tr/Patos_128_Gr_Aci_Soslu_Super
cipsler,happycenter,3.5,patos rolls acili misir cerezi super boy gr,https://www.happycenter.com.tr/Patos_128_Gr_Rolls_Aci_Super_Boy
cipsler,carrefoursa,3.75,doritos risk acili baharatli misir cipsi super boy g,https://www.carrefoursa.com/tr/doritos-risk-2-0-acili-baharatli-misir-cipsi-super-boy-120-g-p-30169503
cipsler,carrefoursa,3.4,doritos taco baharat cesnili misir cipsi super boy g,https://www.carrefoursa.com/tr/doritos-taco-baharat-cesnili-misir-cipsi-super-boy-151-g-p-30031331
cipsler,carrefoursa,3.19,doritos nacho peynirli misir cipsi super boy g,https://www.carrefoursa.com/tr/doritos-nacho-peynirli-misir-cipsi-super-boy-143-g-p-30031225
cipsler,carrefoursa,3.75,doritos hotcorn aci biber cesnili super boy g,https://www.carrefoursa.com/tr/doritos-hotcorn-aci-biber-cesnili-super-boy-137-g-p-30047825
cipsler,carrefoursa,3.75,doritos extreme maxicano aci baharatli misir cipsi super boy g,https://www.carrefoursa.com/tr/doritos-extreme-maxicano-aci-baharatli-misir-cipsi-super-boy-115-g-p-30089385
cipsler,carrefoursa,3,patos critos barbeku super boy g,https://www.carrefoursa.com/tr/patos-critos-barbeku-super-boy-115-g-p-30066541
cipsler,carrefoursa,2.45,patos critos peynirli super boy g,https://www.carrefoursa.com/tr/patos-critos-peynirli-super-boy-115-g-p-30066510
cipsler,carrefoursa,2.45,patos critos aci super boy g,https://www.carrefoursa.com/tr/patos-critos-aci-super-boy-115-g-p-30066470
cipsler,carrefoursa,2.45,patos aci soslu super boy g,https://www.carrefoursa.com/tr/patos-aci-soslu-super-boy-136-g-p-30066549
cipsler,a101,3.45,cerezya soslu cips fistik g,https://www.a101.com.tr/urun/cerezya-200-g-soslu-fistik-cips.html
cipsler,carrefoursa,2.45,patos rolls aci super boy g,https://www.carrefoursa.com/tr/patos-rolls-aci-super-boy-136-g-p-30066438
cipsler,carrefoursa,2.45,patos rolls cigkofte tadnda s p gr,https://www.carrefoursa.com/tr/patos-rolls-cigkofte-tadnda-s-p-116-gr--p-30164670
cipsler,a101,3,cipso cips patates x g,https://www.a101.com.tr/urun/cipso-3x36g-karma-patates-cips.html
cipsler,mopas,4,cipso super boy ketcapli gr,https://mopas.com.tr/cipso-super-boy-ketcapli-108gr/p/722658
cipsler,mopas,4,cipso super boy sade gr,https://mopas.com.tr/cipso-super-boy-sade-113-gr/p/722657
cipsler,migros,4,cipso tirtikli ketcap cips super boy g,https://www.migros.com.tr/cipso-tirtikli-ketcap-cips-super-boy-98-g-p-4da85b
cipsler,migros,4,cipso tirtikli sade orjinal super g,https://www.migros.com.tr/cipso-tirtikli-sade-orjinal-super-103-g-p-4da85a
cipsler,mopas,4.25,lay s klasik super boy gr,https://mopas.com.tr/lays-klasik-super-boy-113-gr/p/5102
cipsler,mopas,4.25,lay s super firindan yogurt mevsim yesillikleri gr,https://mopas.com.tr/lays-super-firindan-yogurt-mevsim-yesillikleri-113-gr/p/290152
cipsler,mopas,4.25,lay s super boy baharat gr,https://mopas.com.tr/lays-super-boy-baharat-113-gr/p/5104
cipsler,migros,3.1,lay s klasik patates cipsi super boy g,https://www.migros.com.tr/lays-klasik-patates-cipsi-super-boy-115-g-p-4d8bae
cipsler,migros,3.1,lay s firindan yogurt mevsim yesillikli super boy g,https://www.migros.com.tr/lays-firindan-yogurt-mevsim-yesillikli-super-boy-115-g-p-4d8be5
cipsler,mopas,4.25,ruffles super boy peynir sogan gr,https://mopas.com.tr/ruffles-super-boy-peynir-sogan-113-gr/p/49503
cipsler,carrefoursa,2.45,patos baharatli super boy g,https://www.carrefoursa.com/tr/patos-baharatli-super-boy-145-g-p-30066433
cipsler,mopas,4.25,ruffles ketcapli super boy gr,https://mopas.com.tr/ruffles-ketcapli-super-boy-113-gr/p/106961
cipsler,carrefoursa,4.75,lays yogurt ve mevsim yesillikleri cesnili patates cipsi super boy g,https://www.carrefoursa.com/tr/lays-yogurt-ve-mevsim-yesillikleri-cesnili-patates-cipsi-super-boy-107-g-p-30084129
cipsler,a101,3.7,doritos hotcorn g,https://www.a101.com.tr/urun/cips-misir-hotcorn-103-g-doritos.html
cipsler,happycenter,3.75,doritos acili super boy gr,https://www.happycenter.com.tr/Frito_Doritos_131_Gr_Acili_Super
cipsler,happycenter,3.5,frito doritos hotwawe super gr,https://www.happycenter.com.tr/Frito_Doritos_125_Gr_Hotwawe_Super
cipsler,happycenter,3.75,doritos extreme super gr,https://www.happycenter.com.tr/Frito_Doritos_131_Gr_Extreme_Super
cipsler,happycenter,3.5,frito doritos ates acili super gr,https://www.happycenter.com.tr/Frito_Doritos_116_Gr_Ates_Acili_Super
cipsler,happycenter,3.75,frito doritos gr o risk super,https://www.happycenter.com.tr/Frito_Doritos_116_Gr_O_Risk_Super
cipsler,happycenter,2,cheetos xxl fistikli super boy gr,https://www.happycenter.com.tr/Frito_Cheetos_Xxl_112_Gr_Fistik_Super
cipsler,migros,4,patos critos peynir aromali misir cerezi g,https://www.migros.com.tr/patos-critos-peynir-aromali-misir-cerezi-115-g-p-4d9042
cipsler,migros,4,patos critos meksika atesi super boy g,https://www.migros.com.tr/patos-critos-meksika-atesi-super-boy-105-g-p-4d9044
cipsler,migros,3.5,patos rolls acili misir cipsi super boy g,https://www.migros.com.tr/patos-rolls-acili-misir-cipsi-super-boy-116-g-p-4d9f53
cipsler,migros,4,patos baharat aromali super boy g,https://www.migros.com.tr/patos-baharat-aromali-super-boy-118-g-p-4d910a
cipsler,migros,4,patos aci baharat aromali super boy g,https://www.migros.com.tr/patos-aci-baharat-aromali-super-boy-118-g-p-4d91d6
cipsler,mopas,4,patos critos peynirli super boy gr,https://mopas.com.tr/patos-critos-peynirli-super-boy-105gr/p/45622
cipsler,a101,2.75,cerezos cips sut misiri g,https://www.a101.com.tr/urun/cips-sut-misiri-103-g-cerezos.html
cipsler,happycenter,3.75,doritos taco super boy gr,https://www.happycenter.com.tr/Frito_Doritos_135_Gr_Taco_Super
cipsler,mopas,4,patos acili rolls super boy cips gr,https://mopas.com.tr/patos-acili-rolls-super-boy-cips-118-gr/p/128017
cipsler,mopas,4,patos super boy baharatli gr,https://mopas.com.tr/patos-super-boy-baharatli-118-gr/p/5138
cipsler,migros,03.05,doritos taco misir cipsi super boy g,https://www.migros.com.tr/doritos-taco-misir-cipsi-super-boy-128-g-p-4d893a
cipsler,migros,2.9,doritos nacho misir cipsi super boy g,https://www.migros.com.tr/doritos-nacho-misir-cipsi-super-boy-121-g-p-4d8884
cipsler,migros,4.25,doritos hotcorn misir cipsi super boy g,https://www.migros.com.tr/doritos-hotcorn-misir-cipsi-super-boy-121-g-p-4d893b
cipsler,migros,3.3,doritos extreme misir cipsi super boy g,https://www.migros.com.tr/doritos-extreme-misir-cipsi-super-boy-121-g-p-4d887e
cipsler,migros,4.25,doritos a la turca hashas domates super boy g,https://www.migros.com.tr/doritos-a-la-turca-hashas-domates-super-boy-121-g-p-4d893e
cipsler,mopas,4.25,doritos super boy taco baharatli gr,https://mopas.com.tr/doritos-super-boy-taco-baharatli-128-gr/p/5121
cipsler,mopas,4.25,doritos super boy nacho peynir gr,https://mopas.com.tr/doritos-super-boy-nacho-peynir-121-gr/p/5114
cipsler,mopas,4.25,doritos hotcorn acili super boy gr,https://mopas.com.tr/doritos-hotcorn-acili-super-boy-121-gr/p/49423
cipsler,mopas,4.25,doritos extreme super boy gr,https://mopas.com.tr/doritos-extreme-super-boy-119-gr/p/496726
cipsler,mopas,4.25,doritos turca hashas cesnili super boy gr,https://mopas.com.tr/doritos-turca-hashas-cesnili-super-boy-119-gr/p/52521
cipsler,mopas,4,patos critos acili super boy gr,https://mopas.com.tr/patos-critos-acili-super-boy-105gr/p/82015
cipsler,mopas,4.25,ruffles orijinal super boy gr,https://mopas.com.tr/ruffles-orijinal-super-boy-113-gr/p/5085
cipsler,migros,3.3,lay s baharat patates cipsi super boy g,https://www.migros.com.tr/lays-baharat-patates-cipsi-super-boy-115-g-p-4d8baf
cipsler,migros,4.25,ruffles ketcapli patates cipsi super boy g,https://www.migros.com.tr/ruffles-ketcapli-patates-cipsi-super-boy-115-g-p-4da41b
cipsler,carrefoursa,3.75,lays baharat cesnili patates cipsi super boy g,https://www.carrefoursa.com/tr/lays-baharat-cesnili-patates-cipsi-super-boy-134-g-p-30031122
cipsler,a101,2.5,cerezza cips misir karma g,https://www.a101.com.tr/urun/cips-misir-aile-boyu-karma-118-g-cerezza.html
cipsler,migros,3.15,ruffles max peynir sogan patates cipsi super boy g,https://www.migros.com.tr/ruffles-max-peynir-sogan-patates-cipsi-super-boy-115-g-p-4d8827
cipsler,a101,4.25,doritos hotcorn g,https://www.a101.com.tr/market/doritos-hotcorn-113-g/
cipsler,a101,3.7,doritos hotcorn g,https://www.a101.com.tr/doritos-hotcorn-113-g/
cipsler,a101,3.65,cerezos cips sut misiri g,https://www.a101.com.tr/market/cerezos-cips-sut-misiri-103-g/
cipsler,a101,3.25,cerezos cips sut misiri g,https://www.a101.com.tr/cerezos-cips-sut-misiri-103-g/
cipsler,a101,3.65,cerezos cips sut misiri g,https://www.a101.com.tr/market/cerezos-cips-sut-misiri-103-g/
cipsler,carrefoursa,3.75,lays klasik patates cipsi super boy g,https://www.carrefoursa.com/tr/lays-klasik-patates-cipsi-super-boy-134-g-p-30031221
cipsler,a101,4.5,cerezya soslu cips fistik g,https://www.a101.com.tr/market/cerezya-soslu-cips-fistik-200-g/
cipsler,a101,3.25,cerezza cips misir karma g,https://www.a101.com.tr/market/cerezza-cips-misir-karma-105-g/
cipsler,a101,2.5,cerezza cips misir karma g,https://www.a101.com.tr/cerezza-cips-misir-karma-105-g/
cipsler,carrefoursa,4.75,doritos extreme maxicano aci baharatli misir cipsi super boy g,https://www.carrefoursa.com/tr/doritos-extreme-maxicano-aci-baharatli-misir-cipsi-super-boy-113-g-p-30089385
cipsler,carrefoursa,4.75,doritos hotcorn aci biber cesnili super boy g,https://www.carrefoursa.com/tr/doritos-hotcorn-aci-biber-cesnili-super-boy-121-g-p-30047825
cipsler,carrefoursa,4.25,doritos nacho peynirli misir cipsi super boy g,https://www.carrefoursa.com/tr/doritos-nacho-peynirli-misir-cipsi-super-boy-121-g-p-30031225
cipsler,carrefoursa,4.25,doritos taco baharat cesnili misir cipsi super boy g,https://www.carrefoursa.com/tr/doritos-taco-baharat-cesnili-misir-cipsi-super-boy-121-g-p-30031331
cipsler,carrefoursa,4.25,lays baharat cesnili patates cipsi super boy g,https://www.carrefoursa.com/tr/lays-baharat-cesnili-patates-cipsi-super-boy-107-g-p-30031122
cipsler,a101,3.95,cerezya soslu cips fistik g,https://www.a101.com.tr/cerezya-soslu-cips-fistik-200-g/
cipsler,carrefoursa,3.75,lays firindan yogurt ve mevsim yesillikleri cesnili patates cipsi super boy g,https://www.carrefoursa.com/tr/lays-firindan-yogurt-ve-mevsim-yesillikleri-cesnili-patates-cipsi-super-boy-120-g-p-30028189
cipsler,happycenter,3.75,doritos ala turca hashas domates cesnili super boy gr,https://www.happycenter.com.tr/Frito_Doritos_130_Gr_Ala_Turca_Hashas_Domat__Super
cipsler,carrefoursa,3.4,ruffles cubuks sade patates cipsi super boy g,https://www.carrefoursa.com/tr/ruffles-cubuks-sade-patates-cipsi-super-boy-111-g-p-30167554
cipsler,migros,3.1,ruffles originals patates cipsi super boy g,https://www.migros.com.tr/ruffles-originals-patates-cipsi-super-boy-115-g-p-4d8824
cipsler,happycenter,3.5,cipso master gr tirtikli ketcap super,https://www.happycenter.com.tr/Cipso_123_Gr_Ketcap_Super
cipsler,happycenter,3.5,cipso gr tirtikli orijinal super,https://www.happycenter.com.tr/Cipso_123_Gr_Tirtikli_Sade_Super
cipsler,happycenter,3.5,frito ruffles gr maxx aci kirmizi biber super,https://www.happycenter.com.tr/Frito_Ruffles_110_Gr_Maxx_Aci_Kirmizi_Biber_Super
cipsler,happycenter,3.5,frito ruffles maxx ranch soslu super gr,https://www.happycenter.com.tr/Frito_Ruffles_109_Gr_Maxx_Ranch_Soslu_Super
cipsler,happycenter,3.75,ruffles mix super boy gr,https://www.happycenter.com.tr/Frito_Ruffles_112_Gr_Mix_Super
cipsler,happycenter,3.75,ruffles ketcap super boy gr,https://www.happycenter.com.tr/Frito_Ruffles_114_Gr_Ketcap_Super
cipsler,happycenter,3.75,ruffles maximum peynirli super boy gr,https://www.happycenter.com.tr/Frito_Ruffles_114_Gr_Maximum_Peynirli_Super
cipsler,happycenter,3.75,ruffles original super boy gr,https://www.happycenter.com.tr/Frito_Ruffles_118_Gr_Original_Super
cipsler,happycenter,3.5,frito lays peynir feslegen super gr,https://www.happycenter.com.tr/Frito_Lays_107_Gr_Peynir_Feslegen_Super
cipsler,happycenter,3.75,frito lays peynir dolgulu aci biber tadinda gr,https://www.happycenter.com.tr/frito-lays-120-gr-peynir-dolgulu-abiber-tad
cipsler,carrefoursa,3.75,lays yogurt ve mevsim yesillikleri cesnili patates cipsi super boy g,https://www.carrefoursa.com/tr/lays-yogurt-ve-mevsim-yesillikleri-cesnili-patates-cipsi-super-boy-115-g-p-30084129
cipsler,happycenter,3.75,lays baharatli super boy gr,https://www.happycenter.com.tr/Frito_Lays_114_Gr_Baharatli_Super
cipsler,happycenter,3.75,lays klasik super boy gr,https://www.happycenter.com.tr/Frito_Lays_118_Gr_Klasik_Super
cipsler,happycenter,3.5,lays firinda aci biber cesnili super boy gr,https://www.happycenter.com.tr/Frito_Lays_110_Gr_Aci_Kirmizi_Biber_Super
cipsler,happycenter,3.75,lays hasat super boy gr,https://www.happycenter.com.tr/Frito_Lays_114_Gr_Hasat_Super
cipsler,carrefoursa,3.4,ruffless peynir sogan super boy gr,https://www.carrefoursa.com/tr/ruffless-peynir-sogan-super-boy-134-gr-p-30007727
cipsler,carrefoursa,3.4,ruffles mix sogan halkasi sup boy g,https://www.carrefoursa.com/tr/ruffles-mix-sogan-halkasi-sup-boy-107-g-p-30112638
cipsler,carrefoursa,3.4,ruffles original super boy gr,https://www.carrefoursa.com/tr/ruffles-original-super-boy-134-gr-p-30007720
cipsler,carrefoursa,3.4,ruffles cubuks ketcap aroma cesnili patates cipsi super boy g,https://www.carrefoursa.com/tr/ruffles-cubuks-ketcap-aroma-cesnili-patates-cipsi-super-boy-111-g-p-30167555
cipsler,happycenter,3.75,lays yogurtlu mevsim yesillikleri gr,https://www.happycenter.com.tr/Frito_Lays_110_Gr_Yogurt_Mevsim_Yesillikleri
dana eti,migros,49.95,dana kusbasi kg yemeklik,https://www.migros.com.tr/dana-kusbasi-kg-yemeklik-p-17d9f55
dana eti,carrefoursa,49.9,dana gulas,https://www.carrefoursa.com/tr/dana-gulas-p-30009893
dana eti,carrefoursa,69.9,dilimli dana pirzola,https://www.carrefoursa.com/tr/dilimli-dana-pirzola-p-30028459
dana eti,carrefoursa,44.9,dana dos sarma,https://www.carrefoursa.com/tr/dana-dos-sarma-p-30054554
dana eti,migros,48.95,dana kiymalik et kg dos rulo,https://www.migros.com.tr/dana-kiymalik-et-kg-dos-rulo-p-17d9fa2
dana eti,mopas,19.98,mopaset dana kiyma,https://mopas.com.tr/mopaset-dana-kiyma/p/30220
dana eti,marketpaketi,46.7,dana kiyma kg,https://www.marketpaketi.com.tr/dana-kiyma-kg-p-374
dana eti,carrefoursa,59.9,dana biftek soslu,https://www.carrefoursa.com/tr/dana-biftek-soslu-p-30020168
dana eti,ideal,42.9,dana dos kiyma,https://www.ideal.com.tr/urun/dana-does-kiyma/5490
dana eti,happycenter,49.95,ksp dana kiyma,https://www.happycenter.com.tr/Dana-_Kuzu_Kiyma
dana eti,happycenter,46.95,ksp dana yemeklik kiyma,https://www.happycenter.com.tr/Dana_Yemeklik_Kiyma_
dana eti,happycenter,46.95,ksp dana koftelik kiyma,https://www.happycenter.com.tr/Dana_Koftelik_Kiyma_
dana eti,mopas,21.5,mopaset dana haslamalik incik,https://mopas.com.tr/mopaset-dana-haslamalik-incik/p/367826
dana eti,carrefoursa,48.9,dana kiyma yagsiz yag,https://www.carrefoursa.com/tr/dana-kiyma-yagsiz-5-7-yag--p-30054472
dana eti,carrefoursa,46.9,dana kiyma yag,https://www.carrefoursa.com/tr/dana-kiyma-7-14-yag-p-30054478
dana eti,carrefoursa,41.95,dana kuzu karisim kiyma,https://www.carrefoursa.com/tr/dana-kuzu-karisim-kiyma-p-30069179
dana eti,carrefoursa,39.9,dana kiyma yag,https://www.carrefoursa.com/tr/dana-kiyma-14-20-yag-p-30054577
dana eti,carrefoursa,43.9,dana kiymalik parca,https://www.carrefoursa.com/tr/dana-kiymalik-parca-p-30069259
dana eti,ideal,59.9,dana cig koftelik kiyma kg,https://www.ideal.com.tr/urun/dana-cig-koeftelik-kiyma-kg/5498
dana eti,happycenter,56.95,ksp dana cig koftelik kiyma,https://www.happycenter.com.tr/Dana_Cig_Koftelik_Kiyma
dana eti,migros,74.95,dana pirzola blok,https://www.migros.com.tr/dana-pirzola-blok-p-1851af5
dana eti,carrefoursa,69.9,dana t bone steak,https://www.carrefoursa.com/tr/dana-t-bone-steak-p-30028555
dana eti,marketpaketi,71.9,dana bonfile,https://www.marketpaketi.com.tr/dana-bonfile-p-378
dana eti,marketpaketi,65.9,dana biftek,https://www.marketpaketi.com.tr/dana-biftek-p-379
dana eti,marketpaketi,47.9,dana rulo,https://www.marketpaketi.com.tr/dana-rulo-p-380
dana eti,mopas,24.98,mopaset dana parca et,https://mopas.com.tr/mopaset-dana-parca-et/p/1363
dana eti,mopas,34.98,mopaset dana antrikot,https://mopas.com.tr/mopaset-dana-antrikot/p/1376
dana eti,mopas,32.5,mopaset dana kontrfile,https://mopas.com.tr/mopaset-dana-kontrfile/p/1357
dana eti,mopas,42.5,mopaset dana bonfile,https://mopas.com.tr/mopaset-dana-bonfile/p/1364
dana eti,migros,37.95,dana yemeklik et kg,https://www.migros.com.tr/dana-yemeklik-et-kg-p-17d9f99
dana eti,migros,47.5,uzman kasap dana kusbasi,https://www.migros.com.tr/uzman-kasap-dana-kusbasi-paket-kg-p-1853cad
